physical_distance_cm,frame_count,burst_period,estimated_distance_cm,rtt_ns,elapsed_ms
# Starting automated sampling: 13 configs x 1000 samples = 13000 total
# Config 1/13: frame_count=16, burst_period=2
300,16,4,375,25,511
300,16,4,375,25,512
300,16,4,375,25,512
300,16,4,360,24,513
300,16,4,375,25,512
300,16,4,375,25,516
300,16,4,375,25,509
300,16,4,360,24,510
300,16,4,375,25,512
300,16,4,360,24,513
300,16,4,375,25,511
300,16,4,360,24,527
300,16,4,390,26,1014
300,16,4,375,25,507
300,16,4,375,25,517
300,16,4,360,24,507
300,16,4,360,24,527
300,16,4,360,24,498
300,16,4,360,24,511
300,16,4,360,24,514
300,16,4,375,25,510
300,16,4,360,24,512
300,16,4,375,25,513
300,16,4,375,25,516
300,16,4,390,26,507
300,16,4,375,25,519
300,16,4,390,26,525
300,16,4,375,25,493
300,16,4,375,25,511
300,16,4,375,25,518
300,16,4,375,25,507
300,16,4,390,26,512
300,16,4,375,25,515
300,16,4,390,26,523
300,16,4,375,25,497
300,16,4,390,26,515
300,16,4,390,26,509
300,16,4,390,26,514
300,16,4,390,26,525
300,16,4,390,26,506
300,16,4,375,25,510
300,16,4,390,26,514
300,16,4,390,26,503
300,16,4,375,25,514
300,16,4,390,26,510
300,16,4,375,25,514
300,16,4,375,25,518
300,16,4,375,25,506
300,16,4,360,24,510
300,16,4,375,25,514
300,16,4,360,24,521
300,16,4,360,24,503
300,16,4,390,26,522
300,16,4,375,25,510
300,16,4,345,23,511
300,16,4,345,23,508
300,16,4,345,23,508
300,16,4,345,23,526
300,16,4,345,23,498
300,16,4,330,22,515
300,16,4,330,22,508
300,16,4,330,22,512
300,16,4,345,23,513
